word,pos,cefr,sense_id,sense_hint,sense_zipf,global_zipf_rank
rehabilitation,noun,C1,rehabilitation.n.01,the restoration of someone to a useful place in society,3.025,5010
duration,noun,B2,duration.n.01,the period of time during which something continues,3.0248,5011
derive,verb,B2,deduce.v.01,reason by deduction; establish by deduction,3.0243,5012
linger,verb,C1,linger.v.01,remain present although waning or gradually dying,3.0236,5013
deteriorate,verb,C1,deteriorate.v.01,become worse or disintegrate,3.0232,5014
fitness,noun,B1,fitness.n.01,the quality of being suitable,3.0218,5015
govern,verb,B2,govern.v.02,direct or strongly influence the behavior of,3.0207,5016
marketplace,noun,C1,market.n.01,the world of commercial activity where goods and services are bought and sold,3.0193,5017
architectural,adj,C1,architectural.a.01,of or pertaining to the art and science of architecture,3.0177,5018
audit,noun,C1,audited_account.n.01,an inspection of the accounting procedures and records by a trained accountant or CPA,3.0177,5019
congressional,adj,C1,congressional.a.01,of or relating to congress,3.0177,5020
conserve,verb,C1,conserve.v.01,keep constant through physical or chemical reactions or evolutionary change,3.0177,5021
coalition,noun,C1,alliance.n.03,an organization of people (or countries) involved in a pact or treaty,3.0177,5022
descent,noun,C1,descent.n.01,a movement downward,3.0177,5023
descent,noun,C1,origin.n.02,properties attributable to your ancestry,3.0177,5024
genocide,noun,C1,genocide.n.01,systematic killing of a racial or cultural group,3.0177,5025
indigenous,adj,C1,autochthonal.s.01,originating where it is found,3.0177,5026
modification,noun,C1,alteration.n.02,the act of making something different (as e.g. the size of a garment),3.0177,5027
boost,noun,B2,boost.n.01,the act of giving hope or support to someone,3.0156,5028
ballot,noun,C1,ballot.n.01,a document listing the alternatives that is used in voting,3.0156,5029
withdrawal,noun,C1,withdrawal.n.01,a retraction of a previously held position,3.0149,5030
withdrawal,noun,C1,withdrawal.n.02,the act of taking out money or other capital,3.0149,5031
founder,noun,B2,laminitis.n.01,inflammation of the laminated tissue that attaches the hoof to the foot of a horse,3.0135,5032
founder,noun,B2,founder.n.02,a person who founds or establishes some institution,3.0135,5033
embark,verb,C1,embark.v.02,set out on (an enterprise or subject of study),3.0135,5034
embark,verb,C1,embark.v.01,go on board,3.0135,5035
pioneer,noun,C1,pioneer.n.01,someone who helps to open up a new line of research or technology or art,3.0135,5036
pioneer,noun,C1,pioneer.n.02,one the first colonists or settlers in a new territory,3.0135,5037
fat,noun,A2,fat.n.01,a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides),3.0121,5038
contemporary,adj,B1,contemporary.s.01,characteristic of the present,3.0114,5039
yield,verb,C1,give_way.v.03,"end resistance, as under pressure or force",3.01,5040
attachment,noun,B2,attachment.n.02,a supplementary part or accessory,3.0092,5041
attachment,noun,B2,attachment.n.01,a feeling of affection for a person or an institution,3.0092,5042
comprehensive,adj,B2,comprehensive.a.01,including all or everything,3.0092,5043
index,noun,B2,index.n.01,a numerical scale used to compare variables with one another or with some reference number,3.0092,5044
index,noun,B2,index.n.02,a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time,3.0092,5045
accumulate,verb,B2,accumulate.v.02,collect or gather,3.008,5046
middle,adj,A2,center.s.01,equally distant from the extremes,3.0067,5047
detection,noun,C1,detection.n.01,the perception that something has occurred or some state exists,3.0064,5048
structural,adj,C1,structural.a.01,"relating to or caused by structure, especially political or economic structure",3.0041,5049
refusal,noun,C1,refusal.n.01,the act of refusing,3.0041,5050
limitation,noun,B2,limitation.n.02,the quality of being limited or restricted,3.0019,5051
limitation,noun,B2,restriction.n.01,a principle that limits the extent of something,3.0019,5052
structure,verb,B2,structure.v.01,give a structure to,3.0006,5053
accommodate,verb,B2,adapt.v.01,"make fit for, or change to suit a new purpose",3.0006,5054
accommodate,verb,B2,suit.v.01,be agreeable or acceptable to,3.0006,5055
arbitrary,adj,C1,arbitrary.a.01,based on or subject to individual discretion or preference or sometimes impulse or caprice,3.0006,5056
costly,adj,C1,dearly-won.s.01,entailing great loss or sacrifice,3.0006,5057
complexity,noun,C1,complexity.n.01,the quality of being intricate and compounded,3.0006,5058
practitioner,noun,C1,practitioner.n.01,someone who practices a learned profession,3.0006,5059
reverse,adj,C1,rearward.s.02,directed or moving toward the rear,3.0006,5060
regulator,noun,C1,regulator.n.01,"any of various controls or devices for regulating or controlling fluid flow, pressure, temperature, etc.",3.0006,5061
minority,noun,B2,minority.n.02,being or relating to the smaller in number of two parts,2.9972,5062
reconstruction,noun,C1,reconstruction.n.01,the period after the American Civil War when the southern states were reorganized and reintegrated into the Union; 1865-1877,2.9948,5063
rear,noun,C1,rear.n.02,the side of an object that is opposite its front,2.9936,5064
rear,noun,C1,back.n.03,the part of something that is furthest from the normal viewer,2.9936,5065
minimum,noun,B2,minimum.n.01,the smallest possible quantity,2.9919,5066
surrounding,adj,B2,encompassing.s.02,closely encircling,2.9919,5067
innovative,adj,B2,advanced.s.03,ahead of the times,2.9919,5068
questionnaire,noun,B2,questionnaire.n.01,a form containing a set of questions; submitted to people to gain statistical information,2.9919,5069
aftermath,noun,B2,aftermath.n.01,the consequences of an event (especially a catastrophic event),2.9919,5070
disclosure,noun,C1,disclosure.n.01,the speech act of making something evident,2.9919,5071
dispute,verb,C1,challenge.v.01,take exception to,2.9919,5072
opt,verb,C1,choose.v.02,select as an alternative over another,2.9919,5073
lesbian,adj,C1,lesbian.s.01,of or relating to or characterized by homosexual relations between woman,2.9919,5074
tackle,noun,C1,tackle.n.01,the person who plays that position on a football team,2.9919,5075
vibrant,adj,C1,vibrant.s.01,vigorous and animated,2.9919,5076
formation,noun,B2,constitution.n.02,the act of forming or establishing something,2.9909,5077
formation,noun,B2,formation.n.02,the act of fabricating something in a particular shape,2.9909,5078
formation,noun,B2,formation.n.01,an arrangement of people or things acting as a unit,2.9909,5079
speculate,verb,B2,speculate.v.02,"talk over conjecturally, or review in an idle or casual way and with an element of doubt or without sufficient reason to reach a conclusion",2.9909,5080
outlook,noun,C1,mentality.n.01,a habitual or characteristic mental attitude that determines how you will interpret and respond to situations,2.9902,5081
reluctant,adj,C1,reluctant.s.02,disinclined to become involved,2.9901,5082
reluctant,adj,C1,loath.s.01,unwillingness to do something contrary to your custom,2.9901,5083
leading,adj,B1,leading.s.02,greatest in importance or degree or significance or achievement,2.9889,5084
capture,noun,B1,capture.n.01,the act of forcibly dispossessing an owner of property,2.9889,5085
assert,verb,C1,assert.v.01,state categorically,2.9881,5086
focus,noun,A2,focus.n.02,maximum clarity or distinctness of an image rendered by an optical system,2.9874,5087
flood,noun,B1,flood.n.04,a large flow,2.9869,5088
flood,noun,B1,flood.n.01,the rising of a body of water and its overflowing onto normally dry land,2.9869,5089
flood,noun,B1,flood.n.03,light that is a source of artificial illumination having a broad beam; used in photography,2.9869,5090
complex,noun,B1,complex.n.01,a conceptual whole made up of complicated and related parts,2.9829,5091
criticism,noun,B2,criticism.n.02,a serious examination and judgment of something,2.9829,5092
inevitably,adv,B2,inevitably.r.01,in such a manner as could not be otherwise,2.9829,5093
acceptance,noun,C1,adoption.n.01,the act of accepting with approval; favorable reception,2.9829,5094
foster,verb,C1,foster.v.01,promote the growth of,2.9829,5095
disruption,noun,C1,break.n.13,an act of delaying or interrupting the continuity,2.9829,5096
insufficient,adj,C1,insufficient.a.01,of a quantity not able to fulfill a need or requirement,2.9829,5097
skeptical,adj,C1,disbelieving.s.01,denying or questioning the tenets of especially a religion,2.9829,5098
uphold,verb,C1,uphold.v.02,"stand up for; stick up for; of causes, principles, or ideals",2.9812,5099
stimulate,verb,B2,induce.v.02,cause to do; cause to act in a specified manner,2.9809,5100
inventory,noun,C1,stock.n.02,the merchandise that a shop has on hand,2.9809,5101
caution,noun,C1,caution.n.01,the trait of being cautious; being attentive to possible danger,2.9807,5102
discrimination,noun,C1,discrimination.n.02,the cognitive process whereby two or more stimuli are distinguished,2.9804,5103
implement,verb,B2,implement.v.01,apply in a manner consistent with its purpose or design,2.979,5104
interval,noun,B2,interval.n.02,a set containing all points (or all real numbers) between two given endpoints,2.9789,5105
moderate,adj,C1,moderate.a.01,being within reasonable or average limits; not excessive or extreme,2.9784,5106
project,verb,B2,project.v.03,transfer (ideas or principles) from one domain into another,2.9773,5107
collapse,noun,B1,collapse.n.02,a natural event caused by something suddenly falling down or caving in,2.9768,5108
settlement,noun,C1,colonization.n.01,the act of colonizing; the establishment of colonies,2.9764,5109
submission,noun,C1,submission.n.01,something (manuscripts or architectural plans and models or estimates or works of art of all genres etc.) submitted for the judgment of others (as in a competition),2.9761,5110
advocate,verb,B2,recommend.v.01,push for something,2.9748,5111
chain,verb,B1,chain.v.01,connect or arrange into a chain by linking,2.9738,5112
combat,verb,C1,battle.v.01,battle or contend against in or as if in a battle,2.9738,5113
decline,verb,B2,refuse.v.02,refuse to accept,2.9732,5114
decline,verb,B2,refuse.v.01,show unwillingness towards,2.9732,5115
implication,noun,B2,significance.n.02,a meaning that is not expressly stated but can be inferred,2.9726,5116
distinctive,adj,C1,distinctive.s.01,of a feature that helps to distinguish a person or thing; - Curtis Wilkie,2.9726,5117
strain,noun,C1,breed.n.01,a special variety of domesticated animals within a species,2.9711,5118
restrict,verb,B2,restrict.v.02,place under restrictions; limit access to,2.9691,5119
receiver,noun,B2,liquidator.n.02,(law) a person (usually appointed by a court of law) who liquidates assets or preserves them for the benefit of affected parties,2.9679,5120
prevail,verb,C1,prevail.v.02,"be valid, applicable, or true",2.9655,5121
downtown,adj,A2,downtown.a.01,"of or located in the lower part of a town, or in the business center",2.9644,5122
advance,adj,B2,advance.s.01,being ahead of time or need,2.9644,5123
nutrition,noun,B2,nutrition.n.01,(physiology) the organic process of nourishing or being nourished; the processes by which an organism assimilates food and uses it for growth and maintenance,2.9644,5124
competence,noun,C1,competence.n.01,the quality of being adequately or well qualified physically and intellectually,2.9644,5125
correspondent,noun,C1,correspondent.n.02,a journalist employed to provide news stories for newspapers or broadcast media,2.9644,5126
newsletter,noun,C1,newsletter.n.01,report or open letter giving informal or confidential news of interest to a special group,2.9644,5127
specification,noun,C1,specification.n.01,a detailed description of design criteria for a piece of work,2.9644,5128
straightforward,adj,C1,square.s.05,without evasion or compromise,2.9644,5129
straightforward,adj,C1,straightforward.s.01,free from ambiguity,2.9644,5130
amend,verb,B2,amend.v.01,make amendments to,2.9627,5131
deficiency,noun,C1,lack.n.01,the state of needing something that is absent or unavailable,2.9621,5132
tolerance,noun,C1,permissiveness.n.01,a disposition to allow freedom of choice and behavior,2.9613,5133
tolerance,noun,C1,tolerance.n.01,the power or capacity of an organism to tolerate unfavorable environmental conditions,2.9613,5134
component,noun,B1,part.n.01,something determined in relation to something that includes it,2.9605,5135
separate,verb,B1,separate.v.02,"force, take, or pull apart",2.9561,5136
accurately,adv,B2,accurately.r.01,with few mistakes,2.956,5137
spokesperson,noun,B2,spokesperson.n.01,an advocate who represents someone else's policy or purpose,2.9549,5138
abolish,verb,C1,abolish.v.01,do away with,2.9549,5139
enrich,verb,C1,enrich.v.01,make better or improve in quality,2.9549,5140
